0.3
0.845
1.69
5.28
0.46
0.845
1.7
5.9712
0.47
0.93
2.2
7.805
0.47
0.9
1.96
6.49
0.51
0.9792
2.3
15.168
0.76
1.25
4.75
0.69
1.17
3.8112
0.595
1.115
3.55
0.585
1.08
2.9
0.5472
1.075
2.76
